contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,asm_0,entropy_0,asm_45,entropy_45,asm_90,entropy_90,asm_135,entropy_135,label
1768.320952380917,1930.8049990081508,1137.489904761888,1365.5846062289284,23.408952380952133,26.309065661575254,17.052571428571287,19.286252727633393,0.3586499126070079,0.29155549174868967,0.37722969827423714,0.3555899451692744,0.25242256620087483,0.2242677052922889,0.297626255150817,0.2646709617889421,0.4946110974210588,0.4404480041210859,0.6771192890000385,0.6042502519159423,0.06371715192743761,7.732198373963497,0.05029600363706752,8.081333640508591,0.08858138775510205,7.687206970761662,0.07005071801428643,7.888678356039555,3.0
1812.1064761903735,962.7187066058485,1484.3899047618397,2024.2354691529936,21.899238095237063,13.042055147788158,17.873333333332575,24.23070819281941,0.5536103287253459,0.6165663641129108,0.5961966334041021,0.5346101518926352,0.5229543321936166,0.5690065095605898,0.5620907843814925,0.5098208310512793,0.4336571519666538,0.703821200048254,0.5356991962484333,0.37351334706768524,0.2734812335600907,5.519997776465163,0.3237684079223252,5.276857728903414,0.31594604988662134,5.237367752570441,0.2599172797738174,5.57575383094679,3.0
3105.920380952198,2531.5861932157204,1792.079047618921,3266.3729418767166,31.92647619047472,28.3320769688564,21.813904761903537,34.58758182900392,0.2910255165515889,0.3059810500109745,0.3541746528118187,0.2694328457273765,0.2467786471319347,0.26301705224014593,0.3150148540571244,0.23705746767347483,0.512397386616197,0.6020265344680152,0.7250979073584345,0.48787284857404006,0.0608997006802721,8.80124593457818,0.06917796976909947,8.836805654320948,0.09923435827664401,8.447755155065249,0.05619624297975408,8.908829853770621,2.0
3368.077523809133,3385.6280499901977,2257.855238094896,3732.7290220195587,34.03599999999583,35.31263638167226,25.45371428571091,38.12358658996469,0.3837119197378742,0.38186975807484946,0.4450220673813579,0.36345426439364314,0.3589260119943376,0.36703814894788167,0.4213495217762924,0.3456619137514414,0.4683072596293143,0.469023843073774,0.6443182160580267,0.4145871661936765,0.12882788208616774,7.933115361847779,0.13471700278309018,8.002266910708103,0.17753541950113383,7.614806953299449,0.11948215861831414,8.071418178331939,4.0
1494.0076190474292,1901.003769093529,1564.3649523807412,1991.3943661972696,18.80761904761713,24.932751438207806,20.617523809521032,24.786947034319663,0.4598706365342055,0.4378119183256958,0.49362458031830936,0.4467812326066928,0.4134657457425886,0.42200938099762475,0.47138243160448745,0.4198265799100392,0.7545435348764197,0.6922218803572885,0.7466219427179686,0.6779224161225456,0.17095392290249437,7.475273570697773,0.1780919176499973,7.519773425595695,0.22220139682539683,7.048745180745739,0.1762543571989591,7.528260484052216,0.0
2016.6264761903228,1729.7068042055637,1722.4739047617566,2630.7706804206127,22.110285714284274,19.118825629835566,18.967999999998536,28.087085895656312,0.6042421103571906,0.6248461256363089,0.6349167028287128,0.5684086359091015,0.5788047736381914,0.6024510112900383,0.6161670415797991,0.5537429099040531,0.5141401580675294,0.5866793692853152,0.5797195005910092,0.37147174506453756,0.3350149659863947,5.179603987198606,0.3629472210043876,5.073938715805826,0.3796618231292518,4.923397163305552,0.30663121026900986,5.342082815386054,2.0
2228.040190475926,2282.2114659790473,1582.0158095236352,2216.1668319778596,26.218857142854613,26.439595318390225,19.445142857140876,26.72465780599186,0.5176891014059792,0.5199776732514946,0.5817538502060517,0.5191886222811111,0.5002005584157388,0.5053995588271052,0.5624214896078695,0.506782326360952,0.529341330377484,0.5208352870620285,0.6604750235613598,0.5334670638728067,0.25020059863945576,6.199406299300956,0.25542871406263923,6.1992953007166935,0.3163179319727891,5.761487764889896,0.2568283263118249,6.1725330210700955,1.0
2015.468571428487,1725.8067843682024,1201.1927619047094,2105.2124578456946,24.165333333332473,21.046220987899456,15.523428571427983,25.58143225550526,0.4607840144490338,0.4866378186798354,0.5358457101472214,0.44360269004399594,0.4140155002739777,0.4284473548952656,0.4672847025072253,0.3982354036861994,0.45950629640660723,0.5370092287292231,0.6752296437292523,0.4353179183068922,0.1714088344671202,6.433990847878668,0.1835671359167463,6.392083083197096,0.21835499319727894,6.134889047899191,0.1585914367491076,6.52499305638352,4.0
2690.1961904758746,2508.6538385242065,1766.3384761902298,2842.5657607618627,32.26399999999673,31.37075976988868,24.74342857142544,35.55961118825867,0.3131873233931316,0.32139221019018677,0.3685096762940299,0.28025171417921546,0.28674170826060735,0.2938169657527855,0.34076624341772116,0.2646726716339473,0.4737743943555067,0.502599043554221,0.6512479440428733,0.436392974411033,0.0822208072562358,8.736675798498009,0.08632840936418175,8.830222955423158,0.11612163265306126,8.448170392040252,0.07005162310986038,8.957133552477769,3.0
1959.567619047494,1520.4999008133798,1142.29199999994,2082.602658202803,24.788571428570254,21.000991866693624,16.77428571428474,26.968458639159646,0.304822194501307,0.31277173343065684,0.35782957306878693,0.2749600894589885,0.24200241748383985,0.26086667268812647,0.3057455851059468,0.22846059801100874,0.46354261181549605,0.5819569919637112,0.695392986218934,0.4276231357828127,0.05856517006802721,8.795500924936688,0.06805142091937952,8.789615070638964,0.09348036281179141,8.451293693175792,0.05219424484354261,8.980675471793846,2.0
2160.8388571425985,2154.0410632811763,1939.4099047616623,2635.7879389010936,26.212571428568964,26.16445149771963,24.03809523809272,31.66058321761708,0.4212028564358315,0.4299093564265834,0.45697797495519427,0.38679781005052133,0.3963804947252376,0.407033812971444,0.4256725877096333,0.3617479114326669,0.5524884354243141,0.5525365703690734,0.5942916041342976,0.4524622900531175,0.15711749659863947,7.3816176271389935,0.16567652490207163,7.457058308483079,0.18119715192743766,7.258826693382057,0.13086155142589745,7.6345680119911705,2.0
2014.4954285712854,1592.56556238847,1290.154857142778,2303.648680817393,22.591047619046268,20.19936520531679,16.902285714284506,26.03590557429165,0.3663354382988399,0.3670398228579289,0.40436611897586316,0.33614745911236243,0.3145853405801414,0.32837511170462086,0.35731160457846134,0.300134862376599,0.5921313558240808,0.679019604622634,0.7426504495568865,0.536005526451418,0.09896393650793654,8.318953025814256,0.1078302139870243,8.356338302837399,0.12767158276643986,8.094125877602199,0.09008093561382263,8.495826679855995,1.0
2000.8137142854962,1284.774052767359,1365.5579047617837,2486.3622297164284,22.90285714285498,16.552271374727358,16.77390476190323,27.252132513391317,0.4684600459764986,0.497346895740529,0.516440452874904,0.4462787218530101,0.44489568702739596,0.47093093159338395,0.4826627766971907,0.42144360933181446,0.6086613667135978,0.7518195554183674,0.7346851428773322,0.5197081679592928,0.19793217233560087,7.0110238053286915,0.22177594233140255,6.858870267083276,0.2329633560090703,6.702469601704779,0.17761471584662186,7.129266697489222,1.0
2571.973523809343,3391.6248760167314,2803.121714285518,2175.2908153144776,26.335428571426977,34.29775838127478,28.411999999998294,22.88732394366258,0.423808799556301,0.36133739444120433,0.405123242965384,0.4193779936344117,0.3724214811704359,0.3171242750177351,0.3589123150389449,0.3640306702381448,0.533265112934482,0.38111735935312735,0.4916545742946104,0.6030664436163122,0.1386977596371882,7.501056044550636,0.100567805805527,7.849141590323532,0.12881804988662132,7.54068157891443,0.13251832887403237,7.58344766181679,4.0
3094.899428571045,3661.0462209880143,2280.5803809520485,2045.80876810167,33.34628571428158,37.495734973222056,27.633714285710468,26.082920055545816,0.38206351267954425,0.3563037813913069,0.420464941923555,0.41977127561971744,0.3652853138906719,0.3365627458889897,0.39992904132510715,0.4017609392281737,0.5579230173949944,0.4761388108305247,0.6723129921739941,0.7072640580369826,0.13343336054421767,7.9582023165260365,0.11327448192034206,8.162133112806135,0.15994323809523808,7.775980965992062,0.16141185228950422,7.830461166901518,2.0
1993.065714285618,1394.540765721116,1524.2996190475455,2264.270184487254,24.86761904761817,18.904582424122435,19.363619047618148,28.01190240031806,0.4262061481865394,0.47113732850685774,0.48783378393418436,0.403974742330177,0.37732609786095844,0.4126126340742237,0.4314112894677893,0.360171557940894,0.45245667092614295,0.6180175632127193,0.58157816930777,0.37978762337006144,0.1423749841269841,6.877956781967151,0.17024918579766524,6.735764673964824,0.18611570068027208,6.55286571983227,0.12972355114956774,6.97707670233949,4.0
580.5754285714131,475.4386034517005,623.593523809503,744.6865701249814,7.020380952380795,5.905971037492555,7.52761904761879,9.03173973417974,0.870075986506307,0.8736041590089316,0.8619599834325891,0.8506224537137639,0.8638534876195768,0.8669205757298788,0.8573726993426884,0.846529802531388,0.5204624826025996,0.6224344200266659,0.5151956105544053,0.41043013528578354,0.7462428480725625,1.7676248828568488,0.7515512846237917,1.7722847706121478,0.7350879455782312,1.8726587939413706,0.7166127065737994,1.9235791340827992,0.0
1558.2758095237048,1326.0208292005766,1218.3916190475516,1944.7254512993823,17.791619047617985,14.973417972624466,14.198095238094329,21.63995239039895,0.6517072003873051,0.6677123329495019,0.6780668254327559,0.6259728326998526,0.6301214654528517,0.6450628659052284,0.6571126287043001,0.6130855682917664,0.5027807053837852,0.5829170598926846,0.6080525086208195,0.3879774976936389,0.39705306122448986,4.602322537310193,0.41610610096986494,4.485058622968687,0.43179700680272115,4.373055874194514,0.37587391404763804,4.716357165315079,1.0
2211.509142856929,1794.6439198572523,1313.4683809522726,2461.3505256894477,24.82304761904565,21.789327514382826,16.728952380950936,27.124776829995174,0.3937373113917506,0.40134922236384346,0.4470011249661538,0.37893935040866605,0.3572635478612114,0.3699269188704502,0.40939218261180693,0.34557930912193024,0.5826472199002889,0.6649212826464129,0.7568107516835154,0.5404402132478702,0.1276372426303855,7.9740297579948045,0.1368459253049808,7.979327841724356,0.16760195918367346,7.576914364247373,0.11942505889319167,8.06070610056484,1.0
1112.3739047618787,1163.4949414798748,820.342095238079,1098.2223765126018,14.159809523809196,14.335647688950637,10.095999999999794,13.74985121999603,0.7343655414803426,0.7342679575273137,0.7733417545590842,0.7349405004362196,0.7176279014842046,0.7147949792760597,0.7447983427938974,0.7146245407771422,0.4984780604417873,0.4832725553374741,0.6297845412774762,0.5163888812597965,0.5149898049886621,3.1195852924427627,0.5109318623982414,3.1570008314224145,0.5547245714285713,2.977647730594462,0.5106882342809198,3.156991165902882,4.0
1853.2354285713334,1244.797659194626,1134.6735238094868,2195.8992263440396,22.533714285713394,16.959928585598092,15.621714285713617,26.40587185082381,0.3507367899166255,0.3749996124717817,0.3922410111560422,0.31476423048865654,0.2865801166607656,0.3181886399279927,0.33713629264524997,0.26641339969058314,0.5417362455596535,0.6932581859517226,0.7254030917434833,0.4600552123423585,0.0821281632653061,8.343117332354632,0.10124401057922928,8.230048566837146,0.1136608798185941,8.005532445630335,0.07097609953469823,8.489116188053732,2.0
1883.4537142855813,1880.997817893325,1295.2946666665748,1568.2741519540125,21.197714285713086,22.41142630430537,16.110285714284586,17.493354493156303,0.582363346952332,0.5647052170689704,0.6211482996933253,0.6096493873057066,0.5550033809216295,0.5481441776439017,0.6001935742163279,0.5771029387504485,0.5919954034423429,0.5956124078545827,0.7151950543090985,0.6628896160487338,0.3080287528344672,5.3906622176973436,0.3004620394849123,5.435922412038789,0.36023232653061227,5.067503876094564,0.33304780191440286,5.241311200318836,2.0
1309.095428571366,1241.1612775243302,1187.7171428570798,1649.2061098988793,16.049333333332484,16.503471533426,16.29657142857045,21.182701844872483,0.5398246688307978,0.5205837736862687,0.5281033853631357,0.48460800472637067,0.48167575962980397,0.47642691254858033,0.4862409096550823,0.44962869630625313,0.6347048571389753,0.6537717744936459,0.6654123410419289,0.5399456015390168,0.23201153741496594,6.319247862509718,0.226982603000565,6.445959732864464,0.23643022222222218,6.342284259890715,0.20216596454205446,6.611625466073214,0.0
2874.087999999859,3354.707796072286,2217.297904761767,2236.4749057727113,30.334857142855814,35.484626066257896,24.490666666665625,25.3382265423533,0.3214035025330256,0.27739374101890507,0.3520043103789816,0.3229628703268228,0.2668195140187755,0.23141336174120936,0.3029182028893477,0.2794396369302968,0.4555384166166106,0.36313431098657967,0.5878343144683804,0.574667369221264,0.0711926530612245,8.470458874935595,0.05355214399236321,8.730846722814668,0.09175943764172335,8.240029817311495,0.07808651068774235,8.491240787984562,4.0
2036.417523809345,1962.1987700853422,1599.3632380951028,2148.5935330292123,23.09104761904591,22.294386034517405,18.35866666666514,23.933743304900485,0.6350519348380753,0.644340522211809,0.6812935111097245,0.6290478623450564,0.6265515453673542,0.639342683036416,0.6741916264729824,0.6219679294592585,0.47229180879602783,0.49775625656996153,0.5793861341025069,0.44811365072960235,0.3925668390022677,4.587084725685817,0.40875906635220227,4.558299929838498,0.4545343492063493,4.295333444185484,0.3868441052758375,4.644819001432725,4.0
3782.4036190474235,4266.940686371826,2627.525904761747,3123.903193810815,33.75295238095056,37.686173378299564,24.981142857141553,29.22078952588876,0.53615281739191,0.5070503297369882,0.5724488193265502,0.5414650169521007,0.5181635809265411,0.4875120148128062,0.5526643936176469,0.5246032542369706,0.45661487128826767,0.3972696599898422,0.6230664951661958,0.558730394313167,0.2684934965986395,5.426699195786745,0.237667964586837,5.649477794701799,0.30543793197278923,5.353778508850101,0.2752085743560216,5.54074322415259,4.0
